bairro;localizacao;preco;quartos;m2;corretora;data_anuncio;pm2
Asa Norte ;SQN 409 OPORTUNIDADE VAZADO;620000;4;100;4522;16/12/2013;6.200
Asa Norte ;SQN 409 (4 QTOS PELO PRE?O DE 3 QTOS);620000;3;100;4522;16/12/2013;6.200
Asa Norte ;SQN 409 OPORTUNIDADE ?NICA (VAZADO);620000;4;100;4522;16/12/2013;6.200
Asa Norte ;SQN 409 VAZADO (PRE?O DE 3 QUARTOS);620000;4;100;4522;16/12/2013;6.200
Asa Norte ;SQN 411 ;620000;3;95;12268;13/12/2013;6.526
Asa Norte ;SQN 406 IMPERD?VEL 3 QUARTOS EXCTE PRE?O!!!;620000;3;95;7037;06/12/2013;6.526
Noroeste ;SQNW VIA SOHO 01 QTO 100% RESIDENCIAL, AP 212! 9988-0415;620000;1;39,92;11546;19/01/2014;15.531
Asa Norte ;SQN 215 BLOCO B ?TIMA OPORTUNIDADE;621000;2;64;9182;06/01/2014;9.703
Asa Norte ;SQN 412 IMPERD?VEL! VAZADO 03 QTOS DCE ARMS EXCTE PRE?O R$$;624000;3;97;7037;13/12/2013;6.433
Asa Norte ;SQN 409 ;624999;4;100;5377;27/01/2014;6.250
Sudoeste ;SQSW 105 * LINDO * REFORMADO * PLANEJADO;625000;2;65;5915;29/01/2014;9.615
Asa Norte ;SQN 411 ;625000;3;95;17001;28/01/2014;6.579
Sudoeste ;CCSW 03 LINDO , TODO REFORMADO;625000;2;72;11397;28/01/2014;8.681
Sudoeste ;SQSW 105 2 QUARTOS - 65 METROS - 625 MIL;625000;2;65;10930;27/01/2014;9.615
Asa Norte ;SQN 411 ;625000;4;94;20081;17/12/2013;6.649
Asa Norte ;SQN 411 IMPERD?VEL 03 QTOS EXCTE PRE?O R$$;625000;3;96;7037;13/12/2013;6.510
Sudoeste ;CCSW 02 ED GERALDO CARNEIRO - LINDO! SUITE, CANTO, REFORMADO,;626000;2;60,22;19637;05/01/2014;10.395
Sudoeste ;SQSW 303 EXCELENTE PLANTA;629000;2;73;18220;25/01/2014;8.616
Sudoeste ;SQSW 105 ;629000;2;64,93;8498;24/01/2014;9.687
Sudoeste ;CCSW 04 ARM?RIOS,58M?,STE, ACADEMIA. 8121-5427 .;630000;2;58;19420;29/01/2014;10.862
Sudoeste ;CLSW 300B ED. LINCOLN - AC FINANCIAMENTO;630000;2;60;9451;29/01/2014;10.500
Asa Norte ;SCRN 704/705 3QTOS MUITO BEM CONSERVADO;630000;3;85;10584;29/01/2014;7.412
Asa Norte ;SQN 209 BLOCO C DESOCUPADO COM GARAGEM;630000;2;59;1700;29/01/2014;10.678
Asa Norte ;SQN 116 8464-5958;630000;2;70;11476;29/01/2014;9.000
Sudoeste ;SQSW 301 NASCENTE E VISTA LIVRE!!!!!!;630000;2;63;3384;28/01/2014;10.000
Asa Norte ;SQN 406 1? ANDAR, REFORMADO 9611-8184 !!;630000;3;78;275;28/01/2014;8.077
Asa Sul ;SQS 407 LINDO , REFORMADISSIMO;630000;3;90;11397;28/01/2014;7.000
Asa Norte ;SQN 409 ?TIMO IM?VEL;630000;4;100;16711;26/01/2014;6.300
Asa Sul ;TRECHO SCES TRECHO 04 BRISAS DO LAGO! AGENDE SUA VISITA 9144-;630000;1;59,93;16964;25/01/2014;10.512
Asa Norte ;SETOR SHTN BRISAS DO LAGO! AGENDE SUA VISITA 9144-7676;630000;1;59,93;16964;24/01/2014;10.512
Asa Sul ;SQS 403 REFORMADO, VISTA LIVRE, VAZADO;630000;3;86;11983;22/01/2014;7.326
Asa Norte ;SQN 411 EXCLUSIVO!!!VISTA LIVRE MARAVILHOSO 95595421;630000;4;79;10763;20/01/2014;7.975
Asa Norte ;SQN 415 BLOCO B :: SQN 415 - 3 QTOS, NASC., VAZADO NO PLANO!;630000;3;76;11763;20/01/2014;8.289
Asa Norte ;SQN 215 ;630000;2;70;9807;10/01/2014;9.000
Asa Norte ;SQN 407 ;630000;3;78;8066;07/01/2014;8.077
Asa Norte ;SQN 312 ANDAR ALTO COM VISTA LIVRE;630000;3;80;4996;02/01/2014;7.875
Asa Norte ;SQN 405 >> 1? ANDAR REFORMADO;630000;3;87;18222;27/12/2013;7.241
Asa Norte ;SQN 405 ;630000;3;75;12268;10/12/2013;8.400
Asa Sul ;SQS 403 >> 2? ANDAR, VAZADO;630000;3;80;18222;02/12/2013;7.875
Asa Sul ;SQS 409 TODO REFORMADO, SU?TE, 1? ANDAR!!!;635000;3;103;11983;28/01/2014;6.165
Asa Sul ;SQS 406 BLOCO REFORMADO;635000;3;81;14457;27/01/2014;7.840
Asa Norte ;SQN 415 ;635000;3;78;7925;25/01/2014;8.141
Asa Norte ;SQN 409 TOTALMENTE REFORMADO 8114-4444;635000;3;95;7139;24/01/2014;6.684
Asa Norte ;SQN 411 BLOCO M REFORMADO! COM ARM?RIOS!;635000;3;95;4232;04/01/2014;6.684
Asa Norte ;SQN 215 BLOCO G ;635000;2;70;13602;22/12/2013;9.071
Noroeste ;SQNW 309 BLOCO H PIGOT 2 E3 QTOS PRONTO MORAR LAZER COMPLETO;638000;2;70,56;9669;24/01/2014;9.042
Asa Norte ;SQN 409 OPORTUNIDADE,4 QTOS COM PRE?O REDUZIDO 8633-4369;639000;4;100;11476;29/01/2014;6.390
Asa Norte ;SQN 409 OPORTUNIDADE,4 QTOS COM PRE?O REDUZIDO 8633-4369;639000;3;100;11476;29/01/2014;6.390
Asa Norte ;SCLRN 713 LINDO APARTAMENTO E ACONCHEGANTE 8190 2401;639000;3;112;17268;23/01/2014;5.705
Asa Norte ;SQN 409 N?O PERCA!! NASCENTE, REFORMADO, VAZADO, V.LIVRE;639000;4;100;11983;22/01/2014;6.390
Asa Norte ;SHCGN 713 BLOCO H ;639000;3;91;19683;20/01/2014;7.022
Asa Norte ;SQN 314 SQN 314 - COBERTURA COLETIVA;640000;2;65;17001;30/01/2014;9.846
Sudoeste ;SQSW 303 BLOCO B ED. JOSE BRAGA;640000;2;70;14360;29/01/2014;9.143
Asa Norte ;SQN 309 LINDO!!! EXCLUSIVIDADE FEROLA     TEL. 9212-3818;640000;2;69;11476;29/01/2014;9.275
Asa Norte ;SQN 411 BLOCO Q ;640000;3;92;11127;29/01/2014;6.957
Asa Norte ;SQN 314 SQN 314 - COBERTURA COLETIVA;640000;2;65;17001;29/01/2014;9.846
Asa Norte ;SQN 312 BLOCO B EXCELENTE!!!  9611-8184;640000;3;95,49;275;28/01/2014;6.702
Sudoeste ;CCSW 04 NASCENTE!!!;640000;2;59;11983;28/01/2014;10.847
Asa Sul ;SQS 406 REFORMADO, EXCELENTE PLANTA, 2? ANDAR!!!;640000;3;81;11983;28/01/2014;7.901
Sudoeste ;SQSW 105 IMPERD?VEL 02 QTOS 2 WC NASCENTE EXCTE PRE?O;640000;2;62;7037;27/01/2014;10.323
Asa Sul ;SQS 410 BLOCO M VAZADO / NASCENTE / VISTA LIVRE;640000;3;86,3;10115;27/01/2014;7.416
Asa Norte ;SQN 215 VISTA PANOR?MICA;640000;2;70;18175;25/01/2014;9.143
Asa Norte ;SQN 215 VISTA LIVRE, ANDAR ALTO;640000;2;70;11670;24/01/2014;9.143
Asa Norte ;SETOR SHTN BRISAS DO LAGO!! 9144-7676;640000;2;56,54;16964;24/01/2014;11.319
Asa Norte ;SHCGN 709 VISTA LIVRE, VAZADO, AC PERMUTA;640000;3;90,97;14999;24/01/2014;7.035
Asa Norte ;SHCGN 709 ACEITO KIT NA ASA NORTE, COM PARTE DO PAGAMENTO!!!;640000;3;91;10869;23/01/2014;7.033
Noroeste ;SQNW 108 BOSSA NOVA - JO?O FORTES;640000;2;73,5;12463;22/01/2014;8.707
Asa Sul ;SQS 404 1? ANDAR! TODO REFORMADO, C/ SU?TE!!!;640000;3;81;11983;22/01/2014;7.901
Sudoeste ;SQSW 105 RES. MADRI - COM ARM?RIOS, COM VISTA;640000;2;68;2554;21/01/2014;9.412
Asa Norte ;SQN 114 ;640000;2;82,83;7925;20/01/2014;7.727
Asa Sul ;SQS 203 VENDIDO;640000;2;75;4371;15/01/2014;8.533
Sudoeste ;CLSW 300A DUPLEX - VIA PLACE;640000;1;55;4996;15/01/2014;11.636
Asa Norte ;SQN 314 ;640000;2;65;4990;14/01/2014;9.846
Asa Sul ;SQS 407 ;640000;3;90;2146;14/01/2014;7.111
Asa Sul ;SQS 404 ;640000;3;88;2146;14/01/2014;7.273
Asa Sul ;SQS 409 GRAND?O...DESOCUPADO, REFORMADO!!!;640000;3;95;3889;07/01/2014;6.737
Asa Sul ;SQS 404 ;640000;3;85;3889;07/01/2014;7.529
Asa Norte ;SQN 312 ;640000;3;100;3889;07/01/2014;6.400
Sudoeste ;SQSW 504 BLOCO F ;640000;2;64,69;3360;03/01/2014;9.893
Sudoeste ;SQSW 105 BLOCO E VIA MADRI NASCENTE PORCELANATO;640000;2;61;19681;23/12/2013;10.492
Sudoeste ;SQSW 101 BLOCO H CANTO NASCENTE;640000;2;57;10016;17/12/2013;11.228
Noroeste ;SQNW 309 BLOCO A ;640000;2;70,74;20989;29/01/2014;9.047
Asa Norte ;SQN 405 LINDO APARTAMENTO TODO REFORMADO;643000;3;78;18716;20/01/2014;8.244
Asa Sul ;SQS 403 BLOCO G REFORMADO;645000;3;80;9116;29/01/2014;8.063
Sudoeste ;SQSW 504 AC TROCA  P 3QTOS SUDOESTE -  REFORMADO -  8110-4776;645000;2;68;11476;29/01/2014;9.485
Sudoeste ;SQSW 105 ;645000;2;68;4151;29/01/2014;9.485
Asa Sul ;SQS 404 APARTAMENTO REFORMADO, 3 QTS. SENDO 1 SU?TE,COM COZIN;645000;3;90;17001;29/01/2014;7.167
Asa Sul ;SQS 404 APTO ESPA?OSO C JANEL?ES;645000;3;88;16953;23/01/2014;7.330
Sudoeste ;SQSW 105 TODO EM PORCELANATO;645000;2;61;7063;10/01/2014;10.574
Sudoeste ;SQSW 504 REFORMADO!! NASCENTE! ACEITA PERMUTA!!;645000;2;65;12873;08/01/2014;9.923
Asa Sul ;TRECHO SCES TRECHO 04 01 QUARTO COM SU?TE - VISTA PARA O LAGO;648965,29;1;41,65;11135;17/01/2014;15.581
Sudoeste ;SQSW 303 IMPERD?VEL! 02 QTS(STE) NASCENTE LINDO EXCTE PRE?O R;649000;2;66;7037;06/12/2013;9.833
Asa Norte ;SQN 407 A/C FGTS!!!02 GAR!!ELEVADOR!!!;649999;3;77;5377;27/01/2014;8.442
Asa Norte ;SQN 215 LINDA VISTA!!!!A/C FGTS/ FINANCIAMENTO E FGTS!!!;649999;2;56;5377;27/01/2014;11.607
Asa Sul ;SQS 403 SQS 403 REFORMADO 1? ANDAR;650000;3;80;17001;30/01/2014;8.125
Asa Sul ;SQS 403 REFORMAD?SSIMO 1 ANDAR VISTA LIVRE / 8301-7361;650000;3;80;12180;29/01/2014;8.125
Sudoeste ;CCSW 03 APARTAMENTO DE CANTO,CONDOM?NIO FECHADO.;650000;2;69;7703;29/01/2014;9.420
Asa Sul ;SQS 404 ** APARTAMENTO AMPLO E NASCENTE**;650000;3;90;7107;29/01/2014;7.222
Sudoeste ;CLSW 300A ;650000;1;75;9500;29/01/2014;8.667
Asa Sul ;SQS 407 BLOCO U ;650000;2;80;11127;29/01/2014;8.125
Sudoeste ;QRSW 01 BLOCO A-011 VAZADO DE CANTO E NASCENTE, DESOCUPADO;650000;2;89;4789;29/01/2014;7.303
Sudoeste ;QRSW 01 ;650000;3;89;17001;29/01/2014;7.303
Noroeste ;SQNW 309 - MORE NO NOROESTE AGORA! 9144-7676;650000;2;70,34;16964;28/01/2014;9.241
Asa Sul ;SQS 215 REFORMADO!!!!;650000;2;73,83;3384;28/01/2014;8.804
Asa Norte ;SQN 415 BLOCO J ;650000;3;76;9915;28/01/2014;8.553
Sudoeste ;SQSW 101 APTO LINDO!!!REFORMADISSIMO-ENTRAR E MORAR-8110-4776;650000;2;62,5;11476;28/01/2014;10.400
Sudoeste ;SQSW 101 BLOCO H 6? ANDAR;650000;2;62,5;9508;28/01/2014;10.400
Asa Norte ;SQN 211 BLOCO G ;650000;2;70;6334;27/01/2014;9.286
Asa Norte ;SQN 411 BLOCO L ;650000;3;92;20596;27/01/2014;7.065
Asa Norte ;SQN 411 BLOCO L ;650000;3;92;20596;27/01/2014;7.065
Asa Norte ;SQN 216 BLOCO J ;650000;2;70;3452;26/01/2014;9.286
Asa Sul ;SQS 404 - REFORMADO 1?ANDAR;650000;3;88;13933;25/01/2014;7.386
Asa Norte ;SETOR SHTN BRISAS DO LAGO - EXCELENTE FLAT! FINO ACABAMENTO!;650000;1;40,46;13880;25/01/2014;16.065
Asa Norte ;SQN 415 ;650000;3;80;7925;25/01/2014;8.125
Asa Norte ;SQN 116 BLOCO F ;650000;2;67;16359;23/01/2014;9.701
Asa Sul ;SQS 404 BLOCO P ;650000;3;88;13247;22/01/2014;7.386
Asa Sul ;SQS 405 1O ANDAR;650000;3;82;18175;22/01/2014;7.927
Asa Sul ;SQS 406 BLOCO L EXCELENTE APTO VISTA LIVRE;650000;3;76;10763;22/01/2014;8.553
Asa Sul ;SQS 402 BLOCO B ;650000;3;97;5504;20/01/2014;6.701
Asa Sul ;SQS 410 PILOTIS, CANTO , REFORMADO, AC. FINANCIAMENTO.;650000;3;85;18066;18/01/2014;7.647
Asa Norte ;SQN 314 - REFORMADO!!!;650000;2;71,97;3545;18/01/2014;9.032
Sudoeste ;SQSW 504 LINDO APT REFORMADO C/ VISTA PANOR?MICA;650000;2;67;11983;16/01/2014;9.701
Noroeste ;CLNW 10/11 STYLO (BLOCO B) - ARM?RIOS;650000;2;73,62;12846;15/01/2014;8.829
Sudoeste ;SQSW 303 - NASCENTE, VISTA LIVRE.;650000;2;73;15594;15/01/2014;8.904
Sudoeste ;SQSW 105 BLOCO E ;650000;2;61,61;16506;14/01/2014;10.550
Asa Sul ;SQS 407 BLOCO U ;650000;2;79;925;13/01/2014;8.228
Asa Norte ;SQN 215 ;650000;2;74;7037;12/01/2014;8.784
Asa Sul ;TRECHO SCES TRECHO 04 BRISAS DO LAGO;650000;1;48,56;11145;10/01/2014;13.386
Sudoeste ;CCSW 03 ED. PORTO FELIZ;650000;2;61;1958;09/01/2014;10.656
Asa Norte ;SQN 312 VIEIRA TORRES VENDE. C/ GARAGEM NICE 8493-1601;650000;3;90;11018;07/01/2014;7.222
Asa Sul ;SQS 413 GRANDE E COM ELEVADOR !;650000;3;96;4996;02/01/2014;6.771
Asa Norte ;SQN 415 * VISTA LIVRE * NASCENTE * VAZADO *;650000;3;83,5;5915;30/12/2013;7.784
Sudoeste ;SQSW 105 - NASCENTE - DESOCUPADO;650000;2;61;13933;30/12/2013;10.656
Asa Norte ;SQN 406 BLOCO H LINDO-REFORMADO-;650000;3;80;5386;23/12/2013;8.125
Sudoeste ;QRSW 03 VAZADO, CONSULTORIA COMPLETA!!!;650000;2;60;9025;11/12/2013;10.833
Sudoeste ;SQSW 504 PORCELANATO. TROCA POR APTO MAIOR VALOR;650000;2;67;20081;08/12/2013;9.701
Sudoeste ;SQSW 504 NASCENTE,REFORMADO,ARM?RIOS 8121-5427;655000;2;64;19420;28/01/2014;10.234
Asa Norte ;SQN 215 BLOCO F 2 QTOS, VISTA LIVRE;655000;2;70;16711;21/01/2014;9.357
Sudoeste ;CCSW 02 REFORMADO!?REA DE LAZER E ACADEMIA!ACEITA APTO DE 3 O;655000;2;63;7550;15/01/2014;10.397
Asa Sul ;SQS 416 BLOCO R ;655000;3;90,81;8012;15/12/2013;7.213
Asa Norte ;SQN 410 REFORMADO 8633-4369;659000;3;95;11476;29/01/2014;6.937
Asa Sul ;TRECHO SCES TRECHO 04 ;660000;1;47;11000;30/01/2014;14.043
Asa Sul ;SQS 415 FEROLA VENDE EXCLUSIVO 9126-9022;660000;3;100;11476;29/01/2014;6.600
Sudoeste ;SQSW 104 ;660000;2;65;4998;28/01/2014;10.154
Sudoeste ;SQSW 105 VIA MADRI - NASCENTE E REFORMADO!!;660000;2;65;4996;24/01/2014;10.154
Sudoeste ;QRSW 01 BLOCO A-011 ?TIMA LOCALIZA??O;660000;2;89;6614;24/01/2014;7.416
Asa Sul ;SQS 411 BLOCO L ;660000;3;80;20999;23/01/2014;8.250
Asa Norte ;SETOR SHTN TRECHO 2 LOTE 3 ;660000;1;46;11924;21/01/2014;14.348
Asa Norte ;SQN 310 BLOCO A ;660000;2;69,14;5330;20/01/2014;9.546
Asa Norte ;SHCGN 713 BLOCO H ;660000;3;112;3699;07/01/2014;5.893
Asa Sul ;SQS 406 BLOCO L ;660000;3;80,73;8192;04/01/2014;8.175
Asa Sul ;SQS 411 ;660000;3;80;5295;31/12/2013;8.250
Asa Sul ;SQS 415 BLOCO H ;660000;3;115;20162;28/12/2013;5.739
Noroeste ;SQNW 108 BLOCO G BOSSA NOVA 2QTOS PRONTO MORAR LAZER COMPLETO;660000;2;73,5;9669;24/01/2014;8.980
Sudoeste ;SQSW 104 OPORTUNIDADE! ACEITA AP.3Q.P.PILOTO;665000;2;65;15045;28/01/2014;10.231
Noroeste ;SQNW 308 BOSSA NOVA 2QTOS PRONTO MORAR MELHOR CUSTO BENEFICIO;665000;2;73;9669;21/01/2014;9.110
Asa Norte ;SQN 313 DE CANTO / 9232-4947;670000;2;70;12180;29/01/2014;9.571
Sudoeste ;QRSW 01 BLOCO A-011 VAZADO DE CANTO E NASCENTE, DESOCUPADO;670000;2;89;4789;29/01/2014;7.528
Asa Norte ;SQN 402 - LINDO APARTAMENTO MOBILIADO;670000;2;57;5936;29/01/2014;11.754
Asa Norte ;SQN 216 OPORTUNIDADE APT. CANTO;670000;2;70;19608;20/01/2014;9.571
Asa Norte ;SQN 313 ;670000;2;70;18597;20/01/2014;9.571
Sudoeste ;CCSW 03 LINDO!!!REFORMADO!!!COM ?RM. COZ.;670000;2;64;7037;18/01/2014;10.469
Sudoeste ;SQSW 105 DESOCUPADO, NASCENTE!!!;670000;2;62;9025;30/12/2013;10.806
Asa Sul ;SQS 404 REFORMADO FINO ACABAMENTO 8125-8765;670000;3;88;12180;16/12/2013;7.614
Sudoeste ;CCSW 03 PORTO FELIZ_DESOCUPADO;670000;2;63;7063;14/12/2013;10.635
Asa Sul ;SQS 403 ;670000;3;85;3889;02/12/2013;7.882
Noroeste ;SQNW 309 BLOCO J ;673000;2;75;20762;30/12/2013;8.973
Asa Sul ;SQS 312 ?TIMO APARTAMENTO 8408-4788;675000;2;68;19420;28/01/2014;9.926
Sudoeste ;SQSW 104 BLOCO G TROCO X 3 QTS VOLTO DIFEREN?A;675000;2;65;365;27/01/2014;10.385
Sudoeste ;QRSW 04 RARIDADE!!VAGA/ELEVADOR/2SU?TES/REFOR/8633-4369;679000;2;80,6;11476;28/01/2014;8.424
Noroeste ;SQNW 309 BLOCO K ;679000;2;75;20762;05/01/2014;9.053
Asa Sul ;SQS 312 IMPERD?VEL ! 02 QTOS + ?REA SERVI?O QUADRA NOBRE EXCT;679000;2;68;7037;30/12/2013;9.985
Asa Sul ;TRECHO SCES TRECHO 04 BRISAS DO LAGO 48,43M? NASCENTE;679018,56;1;48,43;9966;03/01/2014;14.021
Asa Norte ;SQN 402 ELEVADOR!!! GAR! A/C IM?VEL EM ?GUAS CLARAS!;679999;2;68;5377;24/01/2014;10.000
Asa Norte ;SQN 312 ;680000;3;104;17001;29/01/2014;6.538
Asa Norte ;SQN 402 CANTO, ELEVADOR E GARAGEM;680000;2;75;19975;29/01/2014;9.067
Asa Sul ;SQS 108 BLOCO D ;680000;2;92;4378;29/01/2014;7.391
Asa Norte ;SQN 312 BLOCO H EXCELENTE DESCONTO SE FOR ? VISTA!;680000;3;90;16329;29/01/2014;7.556
Sudoeste ;SQSW 105 ;680000;2;68;7703;29/01/2014;10.000
Asa Norte ;SQN 312 ** EXCELENTE, 01 VAGA DE GARAGEM NA ESCRITURA**;680000;3;80;7107;29/01/2014;8.500
Asa Sul ;SQS 406 BLOCO U REFORMADISSIMO;680000;3;85;3304;29/01/2014;8.000
Asa Norte ;SQN 215 BLOCO G ;680000;2;68;17001;29/01/2014;10.000
Asa Norte ;SQN 312 ;680000;3;104;17001;28/01/2014;6.538
Noroeste ;SQNW 309 - MORE NO NOROESTE AGORA! 9144-7676;680000;2;70,34;16964;28/01/2014;9.667
Noroeste ;SQNW 309 BLOCO H PIGOT / REGENT  / SANCY;680000;2;70;16381;28/01/2014;9.714
Sudoeste ;CCSW 01 APT REFORMADO NASCENTE SUDOESTE;680000;2;65;11983;28/01/2014;10.462
Asa Norte ;SQN 107 9975-5600/9908-5600;680000;2;65;16005;27/01/2014;10.462
Asa Norte ;SQN 313 GARAGEM, MUITO BOM!!;680000;2;68;18066;27/01/2014;10.000
Asa Norte ;SQN 114 NASCENTE, DESOCUPADO, 02 QTOS + DCE.;680000;2;82;11018;27/01/2014;8.293
Asa Norte ;SQN 409 ;680000;4;100;4617;27/01/2014;6.800
Noroeste ;SQNW 309 BLOCO J INFINITE PRONTO PARA MORAR VISTA LIVRE NASCE;680000;2;75;10893;24/01/2014;9.067
Sudoeste ;CCSW 04 PORTO PARATI_NASCENTE E ANDAR ALTO;680000;2;71;7063;23/01/2014;9.577
Asa Norte ;SQN 402 ACEITA TROCA POR APTO. A. CLARAS, CA L. NORTE E GUAR?;680000;2;75;10869;23/01/2014;9.067
Asa Norte ;SETOR SHTN PREMIER RESIDENCE VISTA P/ LAGO;680000;2;63;17268;22/01/2014;10.794
Sudoeste ;QRSW 04 - REF.2STE + M?VEIS, ELEV, VG SUBSOLO!!!;680000;2;80;7421;22/01/2014;8.500
Asa Norte ;SQN 313 N?O PERCA!! 6? ANDAR, DE CANTO  COM GARAGEM;680000;2;70;11983;22/01/2014;9.714
Asa Sul ;SQS 406 :: SQS 406 - 2 QTOS / ARM?RIOS / ELEVADOR / VAZADO;680000;2;80;11763;20/01/2014;8.500
Asa Norte ;SQN 409 ;680000;4;100;3889;07/01/2014;6.800
Asa Norte ;SQN 114 ;680000;2;83;13880;06/01/2014;8.193
Asa Norte ;SQN 114 - NASCENTE - COM COBERTURA;680000;2;82;13933;03/01/2014;8.293
Asa Norte ;SQN 114 1? ANDAR;680000;2;82;12268;02/01/2014;8.293
Asa Norte ;SQN 211 NASCENTE- VISTA LIVRE;680000;2;66;358;23/12/2013;10.303
Noroeste ;SQNW 109 APTOS DE 02 E 03 QTS - A PARTIR DE 680 MIL;680000;2;71;10930;23/12/2013;9.577
Asa Norte ;SQN 408 BLOCO K PRIMEIRO ANDAR;680000;3;98;1750;11/12/2013;6.939
Asa Norte ;SQN 402 - DE CANTO,ELEVADOR E GARAGEM! ACEITA AP DE 1 QTO;680000;2;75;9476;09/12/2013;9.067
Asa Norte ;SQN 312 - REFORMADO (FOTOS EM BREVE);683000;3;95,49;305;20/01/2014;7.153
Asa Sul ;SQS 405 ;685000;3;79;2146;14/01/2014;8.671
Asa Norte ;SQN 312 - REFORMADO - ELEVADOR - 3 QTS;685000;3;96;13933;23/12/2013;7.135
Asa Norte ;SQN 316 BLOCO E OTIMO APARTAMENTO!!;685000;3;83;2117447;03/12/2013;8.253
Noroeste ;SQNW 309 INFINITE 2QTOS 2SU?TES LAZER COMPLETO MELHOR PREDIO;685000;2;75;9669;15/01/2014;9.133
Asa Norte ;SQN 203 OPORTUNIDADE,VAZADO,VISTA LIVRE 8633-4369;689000;2;80;11476;29/01/2014;8.613
Asa Norte ;SQN 114 BLOCO G TEL: (61) 9161-3845;690000;2;84;18584;29/01/2014;8.214
Asa Norte ;SQN 404 VAZADO E REFORMADO-CORRETORES DE PLANT?O.;690000;3;78;14522;29/01/2014;8.846
Sudoeste ;SQSW 105 LINDO APTO - PRIME BRAS?LIA VENDE 8408-4788;690000;2;62;19420;29/01/2014;11.129
Sudoeste ;SQSW 303 FEROLA VENDE EXCLUSIVO P/REFORMA 9126-9022;690000;2;70;11476;28/01/2014;9.857
Sudoeste ;SQSW 303 BLOCO B APTO 2 QUARTOS COM SU?TE - 1 VAGA;690000;2;72,88;13579;28/01/2014;9.468
Asa Sul ;SQS 408 LINDO , NASCENTE , REFORMADO;690000;3;112;11397;28/01/2014;6.161
Asa Sul ;SQS 408 BLOCO P VISTA LIVRE;690000;3;112;13141;26/01/2014;6.161
Asa Sul ;SQS 116 BLOCO J VISTA LIVRE;690000;2;67;13141;26/01/2014;10.299
Noroeste ;SQNW 309 BLOCO G REGENT - AC FGTS EXCELENTE  CUSTOXBENEFICIO;690000;2;70;12184;25/01/2014;9.857
Asa Sul ;TRECHO SCES TRECHO 04 BRISAS DO LAGO! AGENDE SUA VISITA 9144-;690000;1;64,62;16964;25/01/2014;10.678
Asa Norte ;SETOR SHTN BRISAS DO LAGO!! AGENDE SUA VISITA 9144-7676;690000;1;64,62;16964;24/01/2014;10.678
Asa Norte ;SQN 404 BLOCO A SQN 404;690000;3;78;6958;16/01/2014;8.846
Sudoeste ;SQSW 105 >> REFORMAD?SSIMO;690000;2;62;18222;14/01/2014;11.129
Asa Sul ;SQS 405 REFORMADO 02 QUARTOS + DCE C/ ELEVADOR NICE 8493-1601;690000;2;79,76;11018;13/01/2014;8.651
Asa Norte ;SQN 216 BLOCO J ;690000;2;70;13380;18/12/2013;9.857
Noroeste ;SQNW 309 BLOCO H ;690000;2;70;18986;12/12/2013;9.857
Sudoeste ;SQSW 102 AC TROCA POR 3 QTS NO SUDOESTE, VOLTO A DIFEREN?A.;695000;2;75;9451;29/01/2014;9.267
Asa Norte ;SQN 216 AMPLO 02 QUARTOS ASA NORTE !!!;697000;2;73;7037;06/12/2013;9.548
Asa Norte ;SETOR SHTN PREMIER RESIDENCE 2QTOS MOBILHADO 2VAGAS SOLTAS VI;699999;2;68;10584;29/01/2014;10.294
Asa Sul ;TRECHO SCES TRECHO 04 MAGN?FICO !;700000;1;48;11000;30/01/2014;14.583
Asa Norte ;SETOR SHTN EXCELENTE OPORTUNIDADE !;700000;2;63;11000;30/01/2014;11.111
Sudoeste ;SQSW 303 CHARMOSO DUPLEX;700000;1;79;17001;29/01/2014;8.861
Noroeste ;SQNW 309 BLOCO H EXCELENTE OPORTUNIDADE !!!!;700000;2;70;19000;29/01/2014;10.000
Asa Sul ;TRECHO SCES TRECHO 04 MAGN?FICO !;700000;1;48;11000;29/01/2014;14.583
Asa Norte ;SETOR SHTN EXCELENTE OPORTUNIDADE !;700000;2;63;11000;29/01/2014;11.111
Sudoeste ;SQSW 303 CHARMOSO DUPLEX;700000;1;79;17001;28/01/2014;8.861
Asa Sul ;SQS 416 EXCELENTE APTO - COM ELEVADOR - VAZADO;699999,99;3;96;14367;27/01/2014;7.292
Sudoeste ;SQSW 303 BLOCO B ;700000;2;74;8497;24/01/2014;9.459
Asa Sul ;SQS 310 BLOCO D ;700000;2;70;13929;24/01/2014;10.000
Asa Sul ;SQS 310 GARAGEM, BEM VENTILADO, AC. FINANCIAMENTO!!;700000;2;68;18066;23/01/2014;10.294
Asa Norte ;SQN 306 ACEITA TROCA POR APTO?, MAIOR VOLTAMOS  A DIFEREN?A!;700000;3;92;10869;23/01/2014;7.609
Asa Norte ;SQN 312 TROCAMOS POR APTO. DE 03 QUARTOS NAS 100 E 300 ASA NO;700000;3;92;10869;23/01/2014;7.609
Asa Sul ;SQS 404 ;700000;4;84;7925;20/01/2014;8.333
Asa Sul ;SQS 415 ACEITA PERMUTA POR CASA EM CONDOM?NIOS NO LAGO SUL.;700000;3;88;8247;16/01/2014;7.955
Sudoeste ;SQSW 104 (EXCLUSIVO);700000;2;65;4522;13/01/2014;10.769
Asa Norte ;SETOR SHTN PREMIER 02 QUARTOS COM 02 VAGAS, VISITAS 9202.4442;700000;2;63,2;14092;10/01/2014;11.076
